app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
info.therithal.brainkart.informationtechnologyengineeringstudynotes	Information Technology Engineering study Notes	4.9	0	20	2.1M	nan	5,000+	18	2	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=info.therithal.brainkart.informationtechnologyengineeringstudynotes
com.extremefungames.mototrafficrace	Moto Traffic Race	4.1	0	166,217	47M	$0.99 - $9.99 per item	10,000,000+	100,360	22,403	16,531	7,785	19,101	0	Racing	Teen	https://play.google.com/store/apps/details?id=com.extremefungames.mototrafficrace
com.llapps.mirrorphoto	Mirror Photo:Editor&Collage (HD)	4.1	0	373,962	Varies with device	$1.06 per item	10,000,000+	210,523	67,498	43,238	22,540	30,171	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.llapps.mirrorphoto
com.BhojpuriDJNewSongGaneHDVideoSong2018a	Bhojpuri DJ New Song Bhjpuriya Gane Ka Videos App	4.0	0	9	4.2M	nan	5,000+	6	0	2	1	1	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.BhojpuriDJNewSongGaneHDVideoSong2018a
com.infinityapps.indian.marathi.keyboard.typing.english.translator.translation.app	Marathi Keyboard - English to Marathi Typing	3.9	0	775	7.6M	nan	100,000+	401	111	132	45	88	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.infinityapps.indian.marathi.keyboard.typing.english.translator.translation.app
com.digital.kidssong.video	Dadi Maa Kids Song Offline	4.1	0	32	16M	nan	10,000+	21	3	3	0	5	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.digital.kidssong.video
com.musical.yt.tigar_shroff	Tigar Shroff Hit Songs	5.0	0	15	5.8M	nan	1,000+	14	0	0	0	0	0	Entertainment	Mature 17+	https://play.google.com/store/apps/details?id=com.musical.yt.tigar_shroff
com.pas.city.firefighter.truck.simulator3d	🚒 Rescue Fire Truck Simulator: 911 City Rescue	4.0	0	7,965	53M	$2.99 per item	1,000,000+	5,163	625	656	275	1,248	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.pas.city.firefighter.truck.simulator3d
com.kundli.dktrik	Kundli Dekhne Ka Tariqa	4.1	0	1,203	2.9M	nan	500,000+	695	218	133	55	103	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.kundli.dktrik
com.allringtone.romantic.ringtone	Romantic Ringtone	4.4	0	95	14M	nan	50,000+	72	12	5	3	7	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.allringtone.romantic.ringtone
com.sweetgames.gopi.doll.holi.celebration	Gopi Doll Holi Celebration	4.3	0	2,080	41M	$0.99 per item	500,000+	1,506	199	118	38	219	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.sweetgames.gopi.doll.holi.celebration
mytown.police	My Town : Police Station	4.3	0	64,214	58M	nan	5,000,000+	47,017	5,264	4,149	1,927	5,922	0	Educational	Everyone	https://play.google.com/store/apps/details?id=mytown.police
com.arvindkum75.Old_Laptop_Sell_and_Buy	Old Laptop Sell and Buy–Used, Second Hand Laptop	4.6	0	9	5.6M	nan	500+	8	0	0	0	1	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.arvindkum75.Old_Laptop_Sell_and_Buy
com.new_bollywood_movies.mobile_ringtone	RingTone App - 🔔 Best Mobile  RingTone 🔔	4.3	0	1,272	6.0M	$1.99 per item	100,000+	879	169	109	29	103	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.new_bollywood_movies.mobile_ringtone
com.simuladoAncord_gratuito.v2	Simulado Ancord Gratuito	nan	0	3	4.5M	nan	100+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.simuladoAncord_gratuito.v2
com.glulengames.lionquestsimulator	Lion Quest Simulator	4.2	0	1,236	44M	nan	500,000+	875	95	83	46	137	0	Adventure	Teen	https://play.google.com/store/apps/details?id=com.glulengames.lionquestsimulator
com.was.police.car.wash.gas.station3d	Police Car Wash Service: Gas Station Parking Games	4.2	0	274	45M	$2.99 per item	100,000+	200	11	20	11	36	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.was.police.car.wash.gas.station3d
com.amp.android	AmpMe - Speaker Booster	4.4	0	74,133	25M	$0.99 - $99.99 per item	5,000,000+	50,914	11,699	4,589	1,482	5,510	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.amp.android
com.restubunda.koleksi.ceramah.agama.terbaru	Koleksi Ceramah Agama Terbaru	nan	0	2	3.9M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.restubunda.koleksi.ceramah.agama.terbaru
com.Deep.deep.thugsofhindustan	Thugs Of Hindustan	3.1	0	10	23M	nan	1,000+	5	0	0	1	4	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.Deep.deep.thugsofhindustan
com.AAHGAMEMAKERS.WRONGSIDERUNNER	Wrong side racing	5.0	0	2	21M	nan	10+	2	0	0	0	0	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.AAHGAMEMAKERS.WRONGSIDERUNNER
it.fgs.maschioofemmina	Sex Prevision - Boy or Girl	3.7	0	69	3.0M	nan	10,000+	38	6	4	6	15	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=it.fgs.maschioofemmina
com.appatrix.traffic.police.car.apps	Police Chase Car Driving Simulator	4.3	0	1,044	75M	$3.99 - $29.99 per item	500,000+	781	62	62	16	119	0	Auto & Vehicles	Teen	https://play.google.com/store/apps/details?id=com.appatrix.traffic.police.car.apps
com.BestLaptopDesign.lukoni	Best Laptop Design	4.2	0	54	4.4M	nan	10,000+	42	3	0	0	10	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.BestLaptopDesign.lukoni
com.pikasapps.sportcars.wallpapers	Sport Cars Wallpapers	4.5	0	327	9.7M	nan	100,000+	260	26	18	4	23	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.pikasapps.sportcars.wallpapers
com.latestnewappzone.autoflashoncallsms	Automatic Flash On Call & SMS	4.4	0	11,625	2.3M	nan	5,000,000+	8,777	1,000	820	254	789	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.latestnewappzone.autoflashoncallsms
com.tdfsoftware.fivfree	Fast Image Viewer Free	3.9	0	7,192	3.9M	nan	1,000,000+	3,351	1,706	780	420	935	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.tdfsoftware.fivfree
com.panusmos.drumstudio	Drum Studio	4.0	0	74,600	15M	nan	5,000,000+	41,108	12,595	8,961	4,314	7,621	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.panusmos.drumstudio
com.hastyclicks.poolrewards	Pool Instant Rewards - Free coins	4.7	0	21,277	9.6M	nan	500,000+	18,458	1,194	667	199	782	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.hastyclicks.poolrewards
soccerlegend.footballcup2018.feeltheatmosphereofrussia	Football Champions AFF Cup 2018 - Soccer Leagues	nan	0	75	21M	nan	5,000+	49	16	13	1	9	0	Sports	Everyone	https://play.google.com/store/apps/details?id=soccerlegend.footballcup2018.feeltheatmosphereofrussia
com.musical.yt.akshay_kumar	Akshay Kumar Hit Songs	4.7	0	9	5.8M	nan	1,000+	8	0	0	1	0	0	Entertainment	Mature 17+	https://play.google.com/store/apps/details?id=com.musical.yt.akshay_kumar
com.appsworld.crazysnapeffect	Crazy Snap Photo Effect	4.2	0	2,155	7.7M	nan	1,000,000+	1,422	221	236	69	220	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.appsworld.crazysnapeffect
com.sutinidevlab.kumpulankatamaafterbaru	Kumpulan Kata Maaf Terbaru Yang Bijak	nan	0	5	3.5M	nan	1,000+	0	0	0	0	0	0	Books & Reference	Mature 17+	https://play.google.com/store/apps/details?id=com.sutinidevlab.kumpulankatamaafterbaru
com.cars.transport.truckdriver.simulator	Cars Transport Truck Driver 2018	3.9	0	2,263	44M	nan	1,000,000+	1,483	134	105	57	491	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=com.cars.transport.truckdriver.simulator
com.handycloset.android.jpegpng	JPEG / PNG Image File Converter	4.5	0	1,424	1.9M	nan	100,000+	1,003	248	82	20	80	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.handycloset.android.jpegpng
sunnyappz.babylyricsandsongs	Baby Lyrics & Songs	4.2	0	1,738	8.6M	$1.99 - $2.99 per item	500,000+	1,085	263	151	77	162	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=sunnyappz.babylyricsandsongs
com.fazbro.us.police.plane.transporter.game	US Police Muscle Car Cargo Plane Flight Simulator	4.1	0	2,399	36M	nan	1,000,000+	1,653	135	129	66	413	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.fazbro.us.police.plane.transporter.game
com.ibe.learn.namaz.urdu.step.by.step	Learn Namaz in Urdu + Audio	4.9	0	821	16M	nan	100,000+	767	30	15	1	11	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.ibe.learn.namaz.urdu.step.by.step
com.hitmusicandentertainment.nepalivid	Nepali Video Song	4.5	0	18	4.6M	nan	5,000+	14	1	4	0	1	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.hitmusicandentertainment.nepalivid
com.atsdev.tattooforphoto	Tattoo For Photo	4.2	0	12,499	23M	nan	1,000,000+	8,073	1,422	1,382	540	1,088	0	Photography	Everyone 10+	https://play.google.com/store/apps/details?id=com.atsdev.tattooforphoto
com.GrabbingGamestudios.Nature.photo.editor	Nature Photo Editor 2018 - Nature Photo Frames	4.2	0	511	18M	nan	100,000+	341	56	40	22	53	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.GrabbingGamestudios.Nature.photo.editor
com.games2win.drivingacademy	Driving Academy - Car School Driver Simulator 2018	4.3	0	23,644	99M	$0.99 - $34.99 per item	1,000,000+	16,933	2,551	1,657	523	2,012	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.games2win.drivingacademy
com.photoeditorfreeware.SecretPowerRasenganJutsu	Secret Power Rasengan Jutsu	4.6	0	339	32M	nan	10,000+	258	41	31	3	8	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.photoeditorfreeware.SecretPowerRasenganJutsu
com.aaftech.BabySleep	Baby Sleep Sounds Offline	nan	0	nan	99M	nan	50+	0	0	0	0	0	0	Parenting	Everyone	https://play.google.com/store/apps/details?id=com.aaftech.BabySleep
com.tos.quransomali	Quran Somali	4.7	0	142	9.2M	nan	10,000+	126	5	4	0	7	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.tos.quransomali
com.paijomnjsukses.katakatamaafmenyentuhhati	Kata Kata Maaf Menyentuh Hati	nan	0	12	2.9M	nan	1,000+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.paijomnjsukses.katakatamaafmenyentuhhati
com.kct.fundowear.btnotification	Fundo Wear	2.5	0	6,866	18M	nan	500,000+	1,351	604	995	1,021	2,901	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.kct.fundowear.btnotification
com.pickle.policechaseoffrorad	Crime City Police Car Driver	4.2	0	4,956	72M	$1.49 - $2.49 per item	1,000,000+	3,438	390	368	134	629	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.pickle.policechaseoffrorad
com.sanaedutech.physics	Physics Quiz!	4.4	0	859	5.0M	$1.56 per item	100,000+	595	135	66	17	49	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.sanaedutech.physics
com.vexanamusic.atifaslam	Atif Aslam - Tera Hua Songs 2018	nan	0	nan	3.1M	nan	500+	0	0	0	0	0	0	Music & Audio	Mature 17+	https://play.google.com/store/apps/details?id=com.vexanamusic.atifaslam
com.PakApps.Bin_Tere_Zindagi	Bin Tere Zindagi Urdu Novel by Nazia Kanwal	4.3	0	18	4.7M	nan	10,000+	13	2	0	1	2	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.PakApps.Bin_Tere_Zindagi
es.cesargarciabartolome.olakases	Ola K Ase	3.8	0	284	542k	nan	10,000+	167	23	17	16	61	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=es.cesargarciabartolome.olakases
com.aaf.aaf	Free Angel and Fairy Live Wallpaper	5.0	0	nan	7.5M	nan	50+	1	0	0	0	0	0	Personalization	Teen	https://play.google.com/store/apps/details?id=com.aaf.aaf
com.bendigi.pangea	Pangea Global Wealth Group	nan	0	nan	13M	nan	10+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.bendigi.pangea
com.pickle.PoliceCarDrivingMotorbikeRiding	Police Car Driving - Motorbike Riding	4.4	0	3,856	60M	$0.99 - $104.99 per item	1,000,000+	2,863	332	230	78	375	0	Simulation	Teen	https://play.google.com/store/apps/details?id=com.pickle.PoliceCarDrivingMotorbikeRiding
com.physics.physics	Physics Quiz	3.9	0	75	3.1M	nan	10,000+	44	9	9	0	13	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.physics.physics
com.cupumanik.ceramah.lucu.zainuddin.mz	Ceramah Lucu KH Zainuddin Mz	4.7	0	330	6.2M	nan	10,000+	267	42	21	5	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.cupumanik.ceramah.lucu.zainuddin.mz
com.arn.aaf	Aberdeen Art Fair	nan	0	nan	20M	nan	10+	0	0	0	0	0	0	Art & Design	Everyone	https://play.google.com/store/apps/details?id=com.arn.aaf
com.gaelappsdevelopers.comosabersimiparejameenganaguia	Como saber si mi pareja me engaña	nan	0	36	17M	nan	10,000+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.gaelappsdevelopers.comosabersimiparejameenganaguia
com.tgp.cop.duty.policetraining	Police Cop Duty Training	3.7	0	3,257	42M	$2.99 per item	500,000+	1,781	317	331	217	611	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.tgp.cop.duty.policetraining
com.cosmicmobile.lw.brokenglass	Broken Glass Live Wallpaper	3.8	0	35,494	20M	$1.30 - $2.99 per item	5,000,000+	18,898	4,650	4,308	1,935	5,708	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=com.cosmicmobile.lw.brokenglass
grant.vob.player	JPG Converter - PNG to JPG	3.5	0	339	3.3M	$1.49 per item	100,000+	176	33	17	9	104	0	Photography	Everyone	https://play.google.com/store/apps/details?id=grant.vob.player
com.bmksservices.goddessdurgadeviwallpapers	Durga Devi Wallpapers (Navaratri/Dussehra Special)	4.7	0	116	24M	nan	10,000+	97	9	6	0	4	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.bmksservices.goddessdurgadeviwallpapers
com.alishdeveloper.georgiankeyboard	Georgian Keyboard	nan	0	nan	21M	nan	500+	0	0	0	0	0	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.alishdeveloper.georgiankeyboard
com.smileyserve.vendor	SS Vendor	4.4	0	7	7.6M	nan	100+	6	0	0	0	1	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.smileyserve.vendor
com.maleo.bussimulatorid	Bus Simulator Indonesia	4.5	0	536,496	89M	nan	10,000,000+	394,921	73,847	42,843	7,928	18,684	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.maleo.bussimulatorid
com.hawksparrowbirdhouse.housesparrownest	Sparrow Bird Call : Sparrow Song and Sparrow Sound	nan	0	3	47M	nan	500+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.hawksparrowbirdhouse.housesparrownest
com.amityapps.happybirthdaymom	Happy Birthday Mom	4.3	0	33	16M	nan	10,000+	23	4	2	1	3	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.amityapps.happybirthdaymom
com.uleadapps.specialkeyboard.urdu	Urdu Special Keyboard	4.5	0	188	9.7M	nan	50,000+	142	25	10	1	10	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.uleadapps.specialkeyboard.urdu
com.shona.news	Shona News	4.4	0	32	9.9M	nan	5,000+	24	3	2	1	2	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.shona.news
com.CheerUp.photo.frame.art.photocollage	Photo Frame Art 2016	4.2	0	6,191	23M	nan	1,000,000+	3,958	849	704	225	460	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.CheerUp.photo.frame.art.photocollage
com.OppanaGames.AutoPolizei	Offroad Police Car DE	4.3	0	9,977	80M	$0.99 - $54.99 per item	1,000,000+	7,260	679	572	221	1,247	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.OppanaGames.AutoPolizei
com.slickdroid.vaultypro	Hide Pictures PhotoSafe Vault	4.3	0	26,263	4.5M	nan	1,000,000+	16,245	5,462	2,024	749	1,787	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.slickdroid.vaultypro
com.parthmobisoft.hindikahani	रामायण-महाभारत कथा	4.6	0	128	3.4M	nan	50,000+	104	12	7	3	4	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.parthmobisoft.hindikahani
nils.slideshow.photoflightslideshow_free	PhotoFlight Slideshow FREE	3.9	0	1,010	5.6M	nan	100,000+	563	145	104	75	123	0	Photography	Everyone	https://play.google.com/store/apps/details?id=nils.slideshow.photoflightslideshow_free
ru.makeandplayapps.subwayschoolchildrensimulator	Subway School Children Simulator	4.2	0	2,353	100M	nan	1,000,000+	1,669	157	131	56	340	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=ru.makeandplayapps.subwayschoolchildrensimulator
com.gsstudio.secret.spy.detective.dog.simulator.game	Police dog hero crime city cop k9 dog simulator 3D	4.2	0	413	79M	$1.99 per item	50,000+	298	36	17	3	59	0	Action	Teen	https://play.google.com/store/apps/details?id=com.gsstudio.secret.spy.detective.dog.simulator.game
com.dad.statu	Father Status	4.9	0	44	5.9M	nan	10,000+	42	0	1	0	1	0	Lifestyle	Teen	https://play.google.com/store/apps/details?id=com.dad.statu
com.abedmoussa140.app1156	قصة النبي شيت عليه السلام‎	nan	0	nan	7.0M	nan	50+	0	0	0	0	0	0	Books & Reference	Teen	https://play.google.com/store/apps/details?id=com.abedmoussa140.app1156
nils.slideshow.photoflightslideshow_pro	PhotoFlight Slideshow PRO	3.9	$1.99 	36	5.2M	nan	500+	19	8	1	3	5	0	Photography	Everyone	https://play.google.com/store/apps/details?id=nils.slideshow.photoflightslideshow_pro
videogalleryapps.tajmahelphotoframe	Taj Mahal Photo Frames	4.3	0	1,253	11M	nan	1,000,000+	924	95	100	36	113	0	Photography	Everyone	https://play.google.com/store/apps/details?id=videogalleryapps.tajmahelphotoframe
com.rookiestudio.perfectviewer	Perfect Viewer	4.4	0	52,570	Varies with device	nan	5,000,000+	36,547	9,105	3,115	1,416	2,391	0	Comics	Everyone	https://play.google.com/store/apps/details?id=com.rookiestudio.perfectviewer
com.appguru.eye.changer	Eye Color Changer	3.9	0	148	16M	nan	50,000+	97	7	11	2	33	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.appguru.eye.changer
com.music.rai.nancy	نانسي عجرم 2018‎	4.7	0	155	77M	nan	10,000+	135	10	8	3	1	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.music.rai.nancy
com.iKrishh.FiireeTextt	Fire Alphabet Photo Frames	4.4	0	482	2.6M	nan	100,000+	360	34	43	13	35	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.iKrishh.FiireeTextt
com.newhopeandroidapp.photo.PhotoFramesLoveForever	Photo Frames Love Forever GIF	4.2	0	7,106	7.8M	nan	1,000,000+	4,629	880	702	307	601	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.newhopeandroidapp.photo.PhotoFramesLoveForever
in.gyanpoint.hindimeaning.eng.vocab.builder	Hindi-English Vocabulary Builder (हिंदी-अंग्रेज़ी)	4.6	0	13	3.2M	nan	1,000+	10	2	0	1	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=in.gyanpoint.hindimeaning.eng.vocab.builder
com.ruif.real.coach.bus.simulator.blinker.bendy	Real Coach Bus Simulator 3D 2018	3.8	0	1,436	40M	nan	100,000+	870	105	135	47	310	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.ruif.real.coach.bus.simulator.blinker.bendy
com.ironic.car.damage.crash.stunt.racing	Car Crash Simulator & Beam Crash Stunt Racing	3.7	0	146	42M	nan	10,000+	85	11	11	5	36	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.ironic.car.damage.crash.stunt.racing
in.gyanpoint.vocab.builder.english.synonyms.antonyms.phrasal.idioms.proverbs	ADVANCED ENGLISH VOCAB BUILDER	4.2	0	12	3.4M	nan	1,000+	7	3	1	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=in.gyanpoint.vocab.builder.english.synonyms.antonyms.phrasal.idioms.proverbs
com.knowtech.yt.nehakakkar	Hits of Neha Kakkar	4.5	0	1,685	4.2M	nan	1,000,000+	1,288	136	126	40	96	0	Entertainment	Mature 17+	https://play.google.com/store/apps/details?id=com.knowtech.yt.nehakakkar
